City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
343,trairi,-3.2778,-39.2689,25.56,79,13,3.43,BR,2023-12-03
344,flin flon,54.7682,-101.865,-10.02,98,97,1.66,CA,2023-12-03
345,zaozersk,69.4005,32.4476,-1.56,94,100,5.23,RU,2023-12-03
346,new kingman-butler,35.265,-114.0323,8.83,43,0,0.0,US,2023-12-03
347,naracoorte,-36.9579,140.7383,26.64,22,14,2.14,AU,2023-12-03
348,mount pearl,47.5166,-52.7813,2.3,93,75,4.12,CA,2023-12-03
349,polyarnyy,69.1989,33.4478,-1.43,91,100,5.43,RU,2023-12-03
350,ilha de mocambique,-15.0342,40.7358,26.74,63,4,5.29,MZ,2023-12-03
351,batesville,35.7698,-91.641,7.71,96,20,0.0,US,2023-12-03
352,tajerouine,35.8917,8.5528,9.48,77,98,3.15,TN,2023-12-03
353,lorengau,-2.0226,147.2712,29.07,72,100,1.11,PG,2023-12-03
354,galich,58.3797,42.3475,-11.71,99,95,1.56,RU,2023-12-03
355,lospalos,-8.5186,127.0025,31.82,49,80,4.69,TL,2023-12-03
356,guanica,17.9716,-66.908,25.03,45,29,1.94,PR,2023-12-03
357,cajamarca,-7.1638,-78.5003,13.96,92,100,0.78,PE,2023-12-03
358,harstad,68.799,16.5293,-2.14,90,60,1.56,NO,2023-12-03
359,ola,59.5833,151.2833,-15.84,86,100,3.77,RU,2023-12-03
360,mirny,62.5353,113.9611,-34.87,74,72,1.79,RU,2023-12-03
361,ebolowa,2.9,11.15,20.52,98,99,0.28,CM,2023-12-03
362,portland,45.5234,-122.6762,9.33,94,100,3.09,US,2023-12-03
363,ghanzi,-21.5667,21.7833,27.78,22,55,3.87,BW,2023-12-03
364,yemetsk,63.4721,41.7941,-19.89,100,94,1.12,RU,2023-12-03
365,fort st. john,56.2499,-120.8529,-12.06,85,20,3.6,CA,2023-12-03
366,bayganin,48.6947,55.8742,0.35,67,83,4.06,KZ,2023-12-03
367,tsiombe,-25.3,45.4833,25.59,39,7,7.8,MG,2023-12-03
368,tuyen quang,21.8233,105.2181,18.86,80,100,0.49,VN,2023-12-03
369,vedaraniyam,10.3667,79.85,27.83,77,100,7.27,IN,2023-12-03
370,vila franca do campo,37.7167,-25.4333,13.23,72,100,6.77,PT,2023-12-03
371,astoria,46.1879,-123.8313,8.25,93,100,2.57,US,2023-12-03
372,chernyshevskiy,63.0128,112.4714,-36.49,100,50,1.47,RU,2023-12-03
373,beberibe,-4.1797,-38.1306,25.86,78,75,3.88,BR,2023-12-03
374,chibougamau,49.9168,-74.3659,-20.21,84,75,0.0,CA,2023-12-03
375,mount gambier,-37.8333,140.7667,21.75,50,6,4.22,AU,2023-12-03
376,morondava,-20.2833,44.2833,29.07,62,0,3.52,MG,2023-12-03
377,mersa matruh,31.3525,27.2453,12.11,87,100,1.03,EG,2023-12-03
378,nagothana,18.5333,73.1333,33.94,39,90,1.39,IN,2023-12-03
379,kingaroy,-26.5333,151.8333,31.07,27,59,3.24,AU,2023-12-03
380,seaside,36.6111,-121.8516,12.31,91,0,3.6,US,2023-12-03
381,dowa,-13.654,33.9375,20.15,60,14,3.05,MW,2023-12-03
382,kailua-kona,19.6406,-155.9956,25.98,90,20,5.66,US,2023-12-03
383,mejit,10.2753,170.8646,27.2,77,42,9.07,MH,2023-12-03
384,watsa,3.0372,29.5355,20.86,90,50,0.72,CD,2023-12-03
385,hallstahammar,59.6139,16.2285,-8.17,92,91,2.81,SE,2023-12-03
386,shelby,35.2001,-89.8668,9.59,94,100,1.14,US,2023-12-03
387,winnemucca,40.973,-117.7357,6.03,81,100,3.6,US,2023-12-03
388,veracruz,19.3333,-96.6667,21.47,93,94,0.47,MX,2023-12-03
389,sirte,31.2089,16.5887,17.68,29,9,5.17,LY,2023-12-03
390,mournies,35.4764,24.0092,13.22,82,20,0.0,GR,2023-12-03
391,nizhnesortymskiy,62.4397,71.7603,-22.97,85,100,7.73,RU,2023-12-03
392,ulladulla,-35.35,150.4667,21.54,76,68,5.15,AU,2023-12-03
393,iquique,-20.2208,-70.1431,18.02,80,34,0.94,CL,2023-12-03
394,sotkamo,64.1333,28.4167,-14.99,100,96,1.0,FI,2023-12-03
395,aripuana,-9.1667,-60.6333,23.55,84,80,0.06,BR,2023-12-03
396,port de pollenca,39.9075,3.0814,11.83,64,37,6.65,ES,2023-12-03
397,port isabel,26.0734,-97.2086,18.02,91,0,2.06,US,2023-12-03
398,aleksandrov gay,50.147,48.5704,-0.57,70,100,3.35,RU,2023-12-03
399,khvoynaya,58.9,34.5333,-16.25,100,85,0.66,RU,2023-12-03
400,nizhnyaya omka,55.4338,74.9426,0.02,87,97,9.37,RU,2023-12-03
401,mil'kovo,55.6078,37.7956,-4.78,96,99,3.01,RU,2023-12-03
402,apolinario saravia,-24.4328,-63.9954,26.35,70,99,4.62,AR,2023-12-03
403,suncho corral,-27.9336,-63.4294,23.49,96,46,5.62,AR,2023-12-03
404,toliara,-23.35,43.6667,26.21,57,0,6.16,MG,2023-12-03
405,grajau,-5.8194,-46.1386,22.49,91,13,0.5,BR,2023-12-03
406,chaman,30.9236,66.4512,14.45,35,4,1.75,PK,2023-12-03
407,tuban,-6.8976,112.0649,30.63,66,100,3.13,ID,2023-12-03
408,ha tinh,18.3333,105.9,20.16,94,100,3.26,VN,2023-12-03
409,daru,-9.0763,143.2092,29.63,71,99,5.37,PG,2023-12-03
410,powell river,49.8496,-124.5361,8.0,83,87,2.95,CA,2023-12-03
411,qingdao,36.0986,120.3719,8.78,43,0,3.0,CN,2023-12-03
412,coyhaique,-45.5752,-72.0662,5.34,75,75,1.03,CL,2023-12-03
413,laguna,38.421,-121.4238,14.16,83,40,4.12,US,2023-12-03
414,page,36.9147,-111.4558,5.88,40,0,3.13,US,2023-12-03
415,yakeshi,49.2833,120.7333,-5.8,83,100,6.56,CN,2023-12-03
416,ain sukhna,29.6002,32.3167,18.97,68,0,2.33,EG,2023-12-03
417,santiago de cao,-7.9589,-79.2392,19.07,88,75,3.6,PE,2023-12-03
418,bethanie,-26.4833,17.15,23.21,39,76,1.34,NA,2023-12-03
419,kafarati,10.383,11.0957,22.59,20,82,2.36,NG,2023-12-03
420,ilomantsi,62.6716,30.9328,-18.5,100,89,0.67,FI,2023-12-03
421,pangai,-19.8,-174.35,26.57,80,18,7.43,TO,2023-12-03
422,rosiorii de vede,44.1167,24.9833,10.76,79,100,5.91,RO,2023-12-03
423,belmonte,-15.8631,-38.8828,24.22,86,12,2.99,BR,2023-12-03
424,nogliki,51.8333,143.1667,-12.59,77,9,3.58,RU,2023-12-03
425,mokhsogollokh,61.4681,128.9203,-38.18,99,68,0.72,RU,2023-12-03
426,prince rupert,54.3161,-130.3201,6.83,88,75,7.72,CA,2023-12-03
427,banyo,6.75,11.8167,20.08,50,81,0.76,CM,2023-12-03
428,mhamid,29.82,-5.72,14.11,41,1,4.2,MA,2023-12-03
429,lagoa,39.05,-27.9833,14.64,54,100,9.11,PT,2023-12-03
430,kitimat,54.0524,-128.6534,1.21,99,100,1.31,CA,2023-12-03
431,kalevala,65.2,31.1667,-8.84,94,100,4.02,RU,2023-12-03
432,forio,40.7342,13.8646,14.68,73,24,7.6,IT,2023-12-03
433,yakoruda,42.0253,23.6842,7.3,77,56,0.69,BG,2023-12-03
434,ust'-ilimsk,58.0006,102.6619,-6.98,92,100,4.47,RU,2023-12-03
435,piscu,45.5,27.7333,10.76,68,100,0.29,RO,2023-12-03
436,barra,-11.0894,-43.1417,23.0,54,42,2.56,BR,2023-12-03
437,pokaran,26.9167,71.9167,24.08,37,0,5.04,IN,2023-12-03
438,sargur,11.9833,76.4167,26.32,71,100,4.42,IN,2023-12-03
439,poyarkovo,49.6,128.6833,-6.64,73,82,4.63,RU,2023-12-03
440,sayyan,15.1718,44.3244,11.32,33,79,2.14,YE,2023-12-03
441,prado,-17.3411,-39.2208,22.67,87,1,2.62,BR,2023-12-03
442,santa rosa,14.3122,121.1114,29.5,87,44,6.59,PH,2023-12-03
443,praia,14.9215,-23.5087,24.3,83,40,8.75,CV,2023-12-03
444,tindouf,27.6711,-8.1474,10.25,66,0,3.09,DZ,2023-12-03
445,polur,12.5,79.1333,25.59,85,100,3.32,IN,2023-12-03
446,santa ana,33.7456,-117.8678,14.14,83,0,2.57,US,2023-12-03
447,impfondo,1.6381,18.0667,22.75,96,100,1.48,CG,2023-12-03
448,hasaki,35.7333,140.8333,15.16,48,7,9.53,JP,2023-12-03
449,port-gentil,-0.7193,8.7815,25.98,94,75,0.51,GA,2023-12-03
450,ra's bayrut,33.9,35.4833,22.28,60,4,5.57,LB,2023-12-03
451,the dalles,45.5946,-121.1787,8.26,86,100,3.09,US,2023-12-03
452,petrovsk-zabaykal'skiy,51.273,108.843,-5.87,82,98,1.74,RU,2023-12-03
453,kovalam,8.3667,76.9967,31.05,70,40,2.06,IN,2023-12-03
454,kendari,-3.945,122.4989,31.7,58,51,2.77,ID,2023-12-03
455,agapovka,53.2973,59.1348,-3.92,78,8,6.79,RU,2023-12-03
456,kromy,52.6876,35.7667,-2.1,95,100,7.14,RU,2023-12-03
457,zhangatas,43.5667,69.75,10.9,57,28,10.11,KZ,2023-12-03
458,tolanaro,-25.0319,46.9987,25.04,53,20,6.69,MG,2023-12-03
459,melilla,35.2937,-2.9383,14.21,58,75,3.09,ES,2023-12-03
460,nuuk,64.1835,-51.7216,0.34,64,75,4.12,GL,2023-12-03
461,cockburn town,21.4612,-71.1419,27.2,73,69,9.7,TC,2023-12-03
462,salahonda,2.1019,-78.7217,26.75,80,100,6.11,CO,2023-12-03
463,senanga,-16.1167,23.2667,24.66,64,42,2.47,ZM,2023-12-03
464,belm,52.3,8.1333,0.73,91,100,4.03,DE,2023-12-03
465,shakawe,-18.3667,21.85,26.41,53,74,2.09,BW,2023-12-03
466,xam nua,20.4197,104.0439,23.57,64,91,1.88,LA,2023-12-03
467,al burayqah,30.4062,19.5739,18.71,44,100,7.7,LY,2023-12-03
468,dauphin,51.1494,-100.0502,-0.92,69,0,2.06,CA,2023-12-03
469,robbah,33.2797,6.9098,8.8,53,31,2.26,DZ,2023-12-03
470,nemuro,43.3236,145.575,4.3,55,25,4.76,JP,2023-12-03
471,tirebolu,41.0069,38.8139,16.86,56,56,3.86,TR,2023-12-03
472,adra,36.7496,-3.0206,8.54,50,0,0.54,ES,2023-12-03
473,leiyang,26.4024,112.8591,9.17,81,100,2.07,CN,2023-12-03
474,minot,48.2325,-101.2963,-2.88,74,0,4.12,US,2023-12-03
475,kamloops,50.6665,-120.3192,-1.45,90,75,2.57,CA,2023-12-03
476,pointe-noire,-4.7761,11.8635,25.04,94,100,1.54,CG,2023-12-03
477,bereznik,62.8551,42.7072,-19.25,100,95,0.98,RU,2023-12-03
478,galliano,29.4422,-90.2992,23.0,94,100,3.6,US,2023-12-03
479,jianshui,23.6363,102.8264,19.17,77,100,2.36,CN,2023-12-03
480,ingeniero jacobacci,-41.3427,-69.5448,3.27,60,0,4.45,AR,2023-12-03
481,klyuchi,52.2667,79.1667,2.83,98,100,10.58,RU,2023-12-03
482,kouroussa,10.65,-9.8833,21.78,37,62,0.66,GN,2023-12-03
483,magadan,59.5667,150.8,-17.57,85,98,2.83,RU,2023-12-03
484,donaghadee,54.6333,-5.5333,1.39,100,97,0.45,GB,2023-12-03
485,caconda,-13.7333,15.0667,16.36,95,100,1.0,AO,2023-12-03
486,al bardiyah,31.7561,25.0865,16.52,56,100,4.57,LY,2023-12-03
487,carira,-10.3608,-37.7011,21.47,93,37,3.12,BR,2023-12-03
488,alta,69.9689,23.2717,-9.41,83,100,1.54,NO,2023-12-03
489,ojinaga,29.5667,-104.4167,9.53,46,0,4.12,MX,2023-12-03
490,sultanah,24.4926,39.5857,20.25,32,0,3.6,SA,2023-12-03
491,metlika,45.6472,15.3142,0.79,93,100,2.0,SI,2023-12-03
492,ayorou,14.7308,0.9174,22.86,18,9,3.59,NE,2023-12-03
493,mahdia,35.5047,11.0622,14.97,60,99,5.73,TN,2023-12-03
494,archangelos,36.2149,28.1149,18.5,80,100,3.55,GR,2023-12-03
495,cidreira,-30.1811,-50.2056,21.74,99,100,0.64,BR,2023-12-03
496,asosa,10.0667,34.5333,23.37,36,63,2.76,ET,2023-12-03
497,leava,-14.3,-178.1667,28.77,74,71,6.18,WF,2023-12-03
498,nadi,-17.8,177.4167,28.0,69,75,5.14,FJ,2023-12-03
499,piacabucu,-10.4056,-36.4344,24.14,84,62,3.19,BR,2023-12-03
500,tevriz,57.509,72.4042,-9.24,93,100,5.45,RU,2023-12-03
501,sarkand,45.41,79.9186,11.09,17,94,1.15,KZ,2023-12-03
502,lawas,13.764,121.0566,27.77,68,39,6.52,PH,2023-12-03
503,newala kisimani,-10.95,39.2833,23.82,81,96,2.54,TZ,2023-12-03
504,kalabo,-14.97,22.6814,22.09,79,100,1.02,ZM,2023-12-03
505,newman,37.3138,-121.0208,11.75,83,92,1.08,US,2023-12-03
506,el bauga,18.262,33.9081,25.07,62,0,4.88,SD,2023-12-03
507,lycksele,64.5954,18.6735,-12.07,85,75,0.51,SE,2023-12-03
508,hengchun,22.0042,120.7439,24.61,71,96,3.87,TW,2023-12-03
509,maintirano,-18.0667,44.0167,29.05,59,0,1.52,MG,2023-12-03
510,santa terezinha,-29.9002,-50.0904,23.06,100,100,0.39,BR,2023-12-03
511,maragogi,-9.0122,-35.2225,24.28,88,80,1.44,BR,2023-12-03
512,puerto ayacucho,5.6639,-67.6236,25.95,71,20,2.8,VE,2023-12-03
513,linkoping,58.4109,15.6216,-7.34,92,75,2.57,SE,2023-12-03
514,camocim,-2.9022,-40.8411,25.09,81,18,3.39,BR,2023-12-03
515,bertoua,4.5833,13.6833,20.04,95,88,1.41,CM,2023-12-03
516,tamanrasset,22.785,5.5228,5.95,24,0,1.03,DZ,2023-12-03
517,waingapu,-9.6567,120.2641,28.29,79,60,4.68,ID,2023-12-03
518,grand falls-windsor,48.9332,-55.6649,-1.94,93,100,1.64,CA,2023-12-03
519,recani,31.2846,-4.2688,9.99,48,57,2.19,MA,2023-12-03
520,homer,59.6425,-151.5483,1.56,80,100,8.94,US,2023-12-03
521,ascension,30.2169,-90.9001,21.0,93,100,2.06,US,2023-12-03
522,whiteville,34.3388,-78.7031,19.49,100,100,0.0,US,2023-12-03
523,dali,25.7,100.1833,17.33,50,100,3.12,CN,2023-12-03
524,cheremukhovo,60.3484,59.9851,-15.02,93,100,4.02,RU,2023-12-03
525,mostaganem,35.9311,0.0892,13.94,65,0,2.43,DZ,2023-12-03
526,campo grande,-20.4428,-54.6464,24.75,83,20,2.06,BR,2023-12-03
527,sao felix do xingu,-6.6447,-51.995,21.23,99,88,0.45,BR,2023-12-03
528,magadi,12.9667,77.2333,25.98,74,96,5.07,IN,2023-12-03
529,kolonia,50.9333,6.95,1.57,81,100,2.57,DE,2023-12-03
530,bulgan,48.8125,103.5347,-3.71,71,73,2.84,MN,2023-12-03
531,pula,44.8683,13.8481,7.31,57,75,9.77,HR,2023-12-03
532,port saint john's,-31.6229,29.5448,25.38,68,80,2.33,ZA,2023-12-03
533,patong,7.8961,98.2966,30.57,68,86,4.23,TH,2023-12-03
534,caluula,11.9661,50.7569,26.72,63,24,7.38,SO,2023-12-03
535,prince george,53.9166,-122.753,0.69,87,0,5.66,CA,2023-12-03
536,touros,-5.1989,-35.4608,26.56,79,20,6.7,BR,2023-12-03
537,la'ie,21.6477,-157.9253,25.0,82,10,1.34,US,2023-12-03
538,pimentel,-6.8367,-79.9342,20.16,88,40,6.69,PE,2023-12-03
539,itoman,26.1247,127.6694,22.21,71,75,6.69,JP,2023-12-03
540,moose jaw,50.4001,-105.5344,-10.86,85,36,2.06,CA,2023-12-03
541,sisimiut,66.9395,-53.6735,-6.03,76,95,3.01,GL,2023-12-03
542,armidale,-30.5167,151.65,25.6,26,36,5.88,AU,2023-12-03
543,hancheng,32.5186,112.3522,12.99,16,85,1.46,CN,2023-12-03
544,beloyarskiy,63.7119,66.6722,-21.81,88,97,3.19,RU,2023-12-03
545,port alberni,49.2413,-124.8028,7.91,95,100,0.45,CA,2023-12-03
546,inverloch,-38.6333,145.7167,19.44,58,76,7.08,AU,2023-12-03
547,vila velha,-20.3297,-40.2925,25.97,87,75,2.68,BR,2023-12-03
548,nizhneangarsk,55.7833,109.55,-5.0,90,97,2.68,RU,2023-12-03
549,djougou,9.7085,1.666,22.15,26,23,2.16,BJ,2023-12-03
550,caninde,-4.3589,-39.3117,24.23,81,1,1.19,BR,2023-12-03
551,valparaiso,-33.0393,-71.6273,14.37,65,12,5.07,CL,2023-12-03
552,cidade velha,14.9167,-23.6167,24.26,83,40,8.75,CV,2023-12-03
553,cam ranh,11.9214,109.1591,23.98,100,75,4.63,VN,2023-12-03
554,sao joao da barra,-21.6403,-41.0511,22.95,93,26,4.95,BR,2023-12-03
555,toamasina,-18.1667,49.3833,24.0,88,75,5.14,MG,2023-12-03
556,montmagny,48.9734,2.3469,0.27,84,0,4.63,FR,2023-12-03
557,vilyuysk,63.7553,121.6247,-44.25,100,61,1.34,RU,2023-12-03
558,colonia,50.9333,6.95,1.57,81,100,2.57,DE,2023-12-03
559,saudarkrokur,65.7461,-19.6394,-5.27,75,100,1.85,IS,2023-12-03
560,perros-guirec,48.8145,-3.4396,7.5,96,97,0.89,FR,2023-12-03
561,tabas,33.5959,56.9244,17.64,23,0,1.35,IR,2023-12-03
562,salinas,36.6777,-121.6555,12.26,91,100,3.6,US,2023-12-03
563,malvan,16.0667,73.4667,31.36,49,99,0.74,IN,2023-12-03
564,naze,28.3667,129.4833,16.51,55,98,4.45,JP,2023-12-03
565,sandnessjoen,66.0217,12.6316,-18.71,64,44,4.33,NO,2023-12-03
566,trzebiatow,54.0615,15.2648,1.59,74,100,8.38,PL,2023-12-03
567,kununurra,-15.7667,128.7333,39.99,29,81,2.57,AU,2023-12-03
568,mugia,43.1041,-9.2179,10.09,65,76,12.35,ES,2023-12-03
569,brazzaville,-4.2658,15.2832,25.17,88,75,2.57,CG,2023-12-03
570,torghay,49.6339,63.4981,0.46,71,81,8.65,KZ,2023-12-03
571,greenville,35.6127,-77.3663,19.02,95,100,1.54,US,2023-12-03
572,colares,38.7992,-9.4469,10.42,86,63,3.13,PT,2023-12-03
573,san luis de la loma,17.2706,-100.8939,24.99,80,62,2.01,MX,2023-12-03
574,scone,56.4194,-3.4051,-0.02,90,14,1.38,GB,2023-12-03
575,smithers,54.7804,-127.1743,-2.82,93,100,1.03,CA,2023-12-03
